IonicLiuid,Cation,Anion,T(K),IL_SMILES,ST(exp),CSMILES,ASMILES,MolecularFormula,C,H,N,O,S,P,F,Cl,Br,I
,,,303.15,COCCCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,46.3,COCCCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,C12H23N3O3,12,23,3,3,0,0,0,0,0,0
,,,308.15,COCCCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,45.8,COCCCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,C12H23N3O3,12,23,3,3,0,0,0,0,0,0
,,,313.15,COCCCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,45.3,COCCCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,C12H23N3O3,12,23,3,3,0,0,0,0,0,0
,,,318.15,COCCCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,44.9,COCCCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,C12H23N3O3,12,23,3,3,0,0,0,0,0,0
,,,323.15,COCCCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,44.5,COCCCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,C12H23N3O3,12,23,3,3,0,0,0,0,0,0
,,,328.15,COCCCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,44.2,COCCCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,C12H23N3O3,12,23,3,3,0,0,0,0,0,0
[COC4MIM][Thr],1-(4-methoxybutyl)-3-methylimidazolium ([MOBMIM]+),threonine ([Thr]-),288.15,COCCCCN1C=C[N+](C)=C1.CC(O)C(N)C([O-])=O,49.4,COCCCCN1C=C[N+](C)=C1,CC(O)C(N)C([O-])=O,C13H25N3O4,13,25,3,4,0,0,0,0,0,0
,,,293.15,COCCCCN1C=C[N+](C)=C1.CC(O)C(N)C([O-])=O,48.9,COCCCCN1C=C[N+](C)=C1,CC(O)C(N)C([O-])=O,C13H25N3O4,13,25,3,4,0,0,0,0,0,0
,,,298.15,COCCCCN1C=C[N+](C)=C1.CC(O)C(N)C([O-])=O,48.4,COCCCCN1C=C[N+](C)=C1,CC(O)C(N)C([O-])=O,C13H25N3O4,13,25,3,4,0,0,0,0,0,0
,,,303.15,COCCCCN1C=C[N+](C)=C1.CC(O)C(N)C([O-])=O,48,COCCCCN1C=C[N+](C)=C1,CC(O)C(N)C([O-])=O,C13H25N3O4,13,25,3,4,0,0,0,0,0,0
,,,308.15,COCCCCN1C=C[N+](C)=C1.CC(O)C(N)C([O-])=O,47.5,COCCCCN1C=C[N+](C)=C1,CC(O)C(N)C([O-])=O,C13H25N3O4,13,25,3,4,0,0,0,0,0,0
,,,313.15,COCCCCN1C=C[N+](C)=C1.CC(O)C(N)C([O-])=O,47.1,COCCCCN1C=C[N+](C)=C1,CC(O)C(N)C([O-])=O,C13H25N3O4,13,25,3,4,0,0,0,0,0,0
,,,318.15,COCCCCN1C=C[N+](C)=C1.CC(O)C(N)C([O-])=O,46.7,COCCCCN1C=C[N+](C)=C1,CC(O)C(N)C([O-])=O,C13H25N3O4,13,25,3,4,0,0,0,0,0,0
,,,323.15,COCCCCN1C=C[N+](C)=C1.CC(O)C(N)C([O-])=O,46.3,COCCCCN1C=C[N+](C)=C1,CC(O)C(N)C([O-])=O,C13H25N3O4,13,25,3,4,0,0,0,0,0,0
,,,328.15,COCCCCN1C=C[N+](C)=C1.CC(O)C(N)C([O-])=O,45.9,COCCCCN1C=C[N+](C)=C1,CC(O)C(N)C([O-])=O,C13H25N3O4,13,25,3,4,0,0,0,0,0,0
[COC4MIM]Cl,1-(4-methoxybutyl)-3-methylimidazolium ([MOBMIM]+),chloride (Cl-),288.15,COCCCCN1C=C[N+](C)=C1.[Cl-],44.5,COCCCCN1C=C[N+](C)=C1,[Cl-],C9H17ClN2O,9,17,2,1,0,0,0,1,0,0
,,,293.15,COCCCCN1C=C[N+](C)=C1.[Cl-],44,COCCCCN1C=C[N+](C)=C1,[Cl-],C9H17ClN2O,9,17,2,1,0,0,0,1,0,0
,,,298.15,COCCCCN1C=C[N+](C)=C1.[Cl-],43.4,COCCCCN1C=C[N+](C)=C1,[Cl-],C9H17ClN2O,9,17,2,1,0,0,0,1,0,0
,,,303.15,COCCCCN1C=C[N+](C)=C1.[Cl-],42.8,COCCCCN1C=C[N+](C)=C1,[Cl-],C9H17ClN2O,9,17,2,1,0,0,0,1,0,0
,,,308.15,COCCCCN1C=C[N+](C)=C1.[Cl-],42.2,COCCCCN1C=C[N+](C)=C1,[Cl-],C9H17ClN2O,9,17,2,1,0,0,0,1,0,0
,,,313.15,COCCCCN1C=C[N+](C)=C1.[Cl-],41.6,COCCCCN1C=C[N+](C)=C1,[Cl-],C9H17ClN2O,9,17,2,1,0,0,0,1,0,0
,,,318.15,COCCCCN1C=C[N+](C)=C1.[Cl-],41.1,COCCCCN1C=C[N+](C)=C1,[Cl-],C9H17ClN2O,9,17,2,1,0,0,0,1,0,0
[COC4MIM][ASP],1-(4-methoxybutyl)-3-methylimidazolium ([MOBMIM]+),asparaginate ([ASP]-),288.15,COCCCCN1C=C[N+](C)=C1.NC(CC(N)=O)C([O-])=O,55.7,COCCCCN1C=C[N+](C)=C1,NC(CC(N)=O)C([O-])=O,C13H24N4O4,13,24,4,4,0,0,0,0,0,0
,,,293.15,COCCCCN1C=C[N+](C)=C1.NC(CC(N)=O)C([O-])=O,55.3,COCCCCN1C=C[N+](C)=C1,NC(CC(N)=O)C([O-])=O,C13H24N4O4,13,24,4,4,0,0,0,0,0,0
,,,298.15,COCCCCN1C=C[N+](C)=C1.NC(CC(N)=O)C([O-])=O,54.8,COCCCCN1C=C[N+](C)=C1,NC(CC(N)=O)C([O-])=O,C13H24N4O4,13,24,4,4,0,0,0,0,0,0
,,,303.15,COCCCCN1C=C[N+](C)=C1.NC(CC(N)=O)C([O-])=O,54.4,COCCCCN1C=C[N+](C)=C1,NC(CC(N)=O)C([O-])=O,C13H24N4O4,13,24,4,4,0,0,0,0,0,0
,,,308.15,COCCCCN1C=C[N+](C)=C1.NC(CC(N)=O)C([O-])=O,53.9,COCCCCN1C=C[N+](C)=C1,NC(CC(N)=O)C([O-])=O,C13H24N4O4,13,24,4,4,0,0,0,0,0,0
,,,313.15,COCCCCN1C=C[N+](C)=C1.NC(CC(N)=O)C([O-])=O,53.2,COCCCCN1C=C[N+](C)=C1,NC(CC(N)=O)C([O-])=O,C13H24N4O4,13,24,4,4,0,0,0,0,0,0
,,,318.15,COCCCCN1C=C[N+](C)=C1.NC(CC(N)=O)C([O-])=O,52.7,COCCCCN1C=C[N+](C)=C1,NC(CC(N)=O)C([O-])=O,C13H24N4O4,13,24,4,4,0,0,0,0,0,0
[(NH2)C4C1MIM][BF4],1-(4-aminobutyl)-3-methylimidazolium ([(NH2)C4C1MIM]+),tetrafluoroborate ([BF4]-),303.15,C[N+]1=CN(CCCCN)C=C1.F[B-](F)(F)F,50.4,C[N+]1=CN(CCCCN)C=C1,F[B-](F)(F)F,C8H16BF4N3,8,16,3,0,0,0,4,0,0,0
,,,333.15,C[N+]1=CN(CCCCN)C=C1.F[B-](F)(F)F,48.3,C[N+]1=CN(CCCCN)C=C1,F[B-](F)(F)F,C8H16BF4N3,8,16,3,0,0,0,4,0,0,0
[(NH2)C4C1MIM][DCN],1-(4-aminobutyl)-3-methylimidazolium ([(NH2)C4C1MIM]+),dicyanamide ([DCN]-),303.15,C[N+]1=CN(CCCCN)C=C1.N#C[N-]C#N,45.1,C[N+]1=CN(CCCCN)C=C1,N#C[N-]C#N,C10H16N6,10,16,6,0,0,0,0,0,0,0
,,,333.15,C[N+]1=CN(CCCCN)C=C1.N#C[N-]C#N,43.6,C[N+]1=CN(CCCCN)C=C1,N#C[N-]C#N,C10H16N6,10,16,6,0,0,0,0,0,0,0
[PhMMIM][TF2N],3-methyl-1-(3-phenylmethyl)imidazolium ([PhMMIM]+),bis(trifluoromethylsulfonyl)imide ([TF2N]-),298.15,C[N+]1=CN(CC2CCCCC2)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,40.8,C[N+]1=CN(CC2CCCCC2)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C13H19F6N3O4S2,13,19,3,4,2,0,6,0,0,0
[PhEMIM][TF2N],3-methyl-1-(3-phenylethyl)imidazolium ([PhEMIM]+),bis(trifluoromethylsulfonyl)imide ([TF2N]-),298.15,C[N+]1=CN(CCC2CCCCC2)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,42.1,C[N+]1=CN(CCC2CCCCC2)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C14H21F6N3O4S2,14,21,3,4,2,0,6,0,0,0
[PhPMIM][TF2N],3-methyl-1-(3-phenylpropyl)imidazolium ([PhPMIM]+),bis(trifluoromethylsulfonyl)imide ([TF2N]-),298.15,C[N+]1=CN(CCCC2CCCCC2)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,43.5,C[N+]1=CN(CCCC2CCCCC2)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C15H23F6N3O4S2,15,23,3,4,2,0,6,0,0,0
[PhPMIM][PF6],3-methyl-1-(3-phenylpropyl)imidazolium ([PhPMIM]+),hexafluorophosphate ([PF6]-),298.15,C[N+]1=CN(CCCC2CCCCC2)C=C1.F[P-](F)(F)(F)(F)F,33,C[N+]1=CN(CCCC2CCCCC2)C=C1,F[P-](F)(F)(F)(F)F,C13H23F6N2P,13,23,2,0,0,1,6,0,0,0
[C3CNMIM][BF4],1-butyronitrile-3-methylimidazolium ([C3CNMIM]+),tetrafluoroborate ([BF4]-),298.15,C[N+]1=CN(CCCC#N)C=C1.F[B-](F)(F)F,48.3,C[N+]1=CN(CCCC#N)C=C1,F[B-](F)(F)F,C8H12BF4N3,8,12,3,0,0,0,4,0,0,0
[C3CNMIM][TF2N],1-butyronitrile-3-methylimidazolium ([C3CNMIM]+),bis(trifluoromethylsulfonyl)imide ([TF2N]-),298.15,C[N+]1=CN(CCCC#N)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,52.2,C[N+]1=CN(CCCC#N)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C10H12F6N4O4S2,10,12,4,4,2,0,6,0,0,0
[C3CNMIM][DCN],1-butyronitrile-3-methylimidazolium ([C3CNMIM]+),dicyanamide ([DCN]-),298.15,C[N+]1=CN(CCCC#N)C=C1.N#C[N-]C#N,51.4,C[N+]1=CN(CCCC#N)C=C1,N#C[N-]C#N,C10H12N6,10,12,6,0,0,0,0,0,0,0
[C3CNMMIM][TF2N],"1-butyronitrile-2,3-dimethylimidazolium ([C3CNMMIM]+)",bis(trifluoromethylsulfonyl)imide ([TF2N]-),298.15,CC1=[N+](C)C=CN1CCCC#N.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,45.2,CC1=[N+](C)C=CN1CCCC#N,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C11H14F6N4O4S2,11,14,4,4,2,0,6,0,0,0
[C3CNMMIM][DCN],"1-butyronitrile-2,3-dimethylimidazolium ([C3CNMMIM]+)",dicyanamide ([DCN]-),298.15,CC1=[N+](C)C=CN1CCCC#N.N#C[N-]C#N,40.5,CC1=[N+](C)C=CN1CCCC#N,N#C[N-]C#N,C11H14N6,11,14,6,0,0,0,0,0,0,0
[C2CNImEtOEt] [TFA] ,3-(2-cyanoethyl)-1-(2-ethoxyethyl)imidazolium ([C2CNImEtOEt]+),trifluoroacetate ([TFA]-),293.1,COCC[N+]1=CN(CCC#N)C=C1.[O-]C(=O)C(F)(F)F,40.95,COCC[N+]1=CN(CCC#N)C=C1,[O-]C(=O)C(F)(F)F,C11H14F3N3O3,11,14,3,3,0,0,3,0,0,0
,,,313,COCC[N+]1=CN(CCC#N)C=C1.[O-]C(=O)C(F)(F)F,38.99,COCC[N+]1=CN(CCC#N)C=C1,[O-]C(=O)C(F)(F)F,C11H14F3N3O3,11,14,3,3,0,0,3,0,0,0
,,,332.9,COCC[N+]1=CN(CCC#N)C=C1.[O-]C(=O)C(F)(F)F,37.51,COCC[N+]1=CN(CCC#N)C=C1,[O-]C(=O)C(F)(F)F,C11H14F3N3O3,11,14,3,3,0,0,3,0,0,0
,,,353.1,COCC[N+]1=CN(CCC#N)C=C1.[O-]C(=O)C(F)(F)F,36.3,COCC[N+]1=CN(CCC#N)C=C1,[O-]C(=O)C(F)(F)F,C11H14F3N3O3,11,14,3,3,0,0,3,0,0,0
[C2CNImEtOEt] [DCN],3-(2-cyanoethyl)-1-(2-ethoxyethyl)imidazolium ([C2CNImEtOEt]+),dicyanamide ([DCN]-),293.3,COCC[N+]1=CN(CCC#N)C=C1.N#C[N-]C#N,21.96,COCC[N+]1=CN(CCC#N)C=C1,N#C[N-]C#N,C11H14N6O,11,14,6,1,0,0,0,0,0,0
,,,313.2,COCC[N+]1=CN(CCC#N)C=C1.N#C[N-]C#N,21.3,COCC[N+]1=CN(CCC#N)C=C1,N#C[N-]C#N,C11H14N6O,11,14,6,1,0,0,0,0,0,0
,,,333.2,COCC[N+]1=CN(CCC#N)C=C1.N#C[N-]C#N,20.39,COCC[N+]1=CN(CCC#N)C=C1,N#C[N-]C#N,C11H14N6O,11,14,6,1,0,0,0,0,0,0
,,,353,COCC[N+]1=CN(CCC#N)C=C1.N#C[N-]C#N,19.48,COCC[N+]1=CN(CCC#N)C=C1,N#C[N-]C#N,C11H14N6O,11,14,6,1,0,0,0,0,0,0
[C2CNImEtOEt] [TF2N],3-(2-cyanoethyl)-1-(2-ethoxyethyl)imidazolium ([C2CNImEtOEt]+),bis(trifluoromethylsulfonyl)imide ([TF2N]-),293.3,COCC[N+]1=CN(CCC#N)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,24.04,COCC[N+]1=CN(CCC#N)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C11H14F6N4O5S2,11,14,4,5,2,0,6,0,0,0
,,,313.2,COCC[N+]1=CN(CCC#N)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,23.38,COCC[N+]1=CN(CCC#N)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C11H14F6N4O5S2,11,14,4,5,2,0,6,0,0,0
,,,333.2,COCC[N+]1=CN(CCC#N)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,22.59,COCC[N+]1=CN(CCC#N)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C11H14F6N4O5S2,11,14,4,5,2,0,6,0,0,0
,,,353,COCC[N+]1=CN(CCC#N)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,21.56,COCC[N+]1=CN(CCC#N)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C11H14F6N4O5S2,11,14,4,5,2,0,6,0,0,0
[C2OHMIM][Tf2N],1-(2-hydroxyethyl)-3-methylimidazolium ([C2(OH)MIM]+),bis(trifluoromethylsulfonyl)imide ([TF2N]-),298.15,C[N+]1=CN(CCO)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,34,C[N+]1=CN(CCO)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C8H11F6N3O5S2,8,11,3,5,2,0,6,0,0,0
[BZMIM][TF2N],1-benzyl-3-methylimidazolium ([BzMIM]+),bis(trifluoromethylsulfonyl)imide ([TF2N]-),293.15,CCCC[N+]1=CN(CC2=CC=CC=C2)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,39.07,CCCC[N+]1=CN(CC2=CC=CC=C2)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C16H19F6N3O4S2,16,19,3,4,2,0,6,0,0,0
,,,298.15,CCCC[N+]1=CN(CC2=CC=CC=C2)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,38.73,CCCC[N+]1=CN(CC2=CC=CC=C2)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C16H19F6N3O4S2,16,19,3,4,2,0,6,0,0,0
,,,303.15,CCCC[N+]1=CN(CC2=CC=CC=C2)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,38.45,CCCC[N+]1=CN(CC2=CC=CC=C2)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C16H19F6N3O4S2,16,19,3,4,2,0,6,0,0,0
,,,308.15,CCCC[N+]1=CN(CC2=CC=CC=C2)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,38.12,CCCC[N+]1=CN(CC2=CC=CC=C2)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C16H19F6N3O4S2,16,19,3,4,2,0,6,0,0,0
,,,313.15,CCCC[N+]1=CN(CC2=CC=CC=C2)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,37.81,CCCC[N+]1=CN(CC2=CC=CC=C2)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C16H19F6N3O4S2,16,19,3,4,2,0,6,0,0,0
,,,318.15,CCCC[N+]1=CN(CC2=CC=CC=C2)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,37.48,CCCC[N+]1=CN(CC2=CC=CC=C2)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C16H19F6N3O4S2,16,19,3,4,2,0,6,0,0,0
,,,323.15,CCCC[N+]1=CN(CC2=CC=CC=C2)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,37.22,CCCC[N+]1=CN(CC2=CC=CC=C2)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C16H19F6N3O4S2,16,19,3,4,2,0,6,0,0,0
,,,328.15,CCCC[N+]1=CN(CC2=CC=CC=C2)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,36.96,CCCC[N+]1=CN(CC2=CC=CC=C2)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C16H19F6N3O4S2,16,19,3,4,2,0,6,0,0,0
,,,333.15,CCCC[N+]1=CN(CC2=CC=CC=C2)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,36.71,CCCC[N+]1=CN(CC2=CC=CC=C2)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C16H19F6N3O4S2,16,19,3,4,2,0,6,0,0,0
,,,338.15,CCCC[N+]1=CN(CC2=CC=CC=C2)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,36.46,CCCC[N+]1=CN(CC2=CC=CC=C2)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C16H19F6N3O4S2,16,19,3,4,2,0,6,0,0,0
,,,343.15,CCCC[N+]1=CN(CC2=CC=CC=C2)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,36.24,CCCC[N+]1=CN(CC2=CC=CC=C2)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C16H19F6N3O4S2,16,19,3,4,2,0,6,0,0,0
[Epy][Tf2N],1-ethylpyridinium ([EPy]+),bis(trifluoromethylsulfonyl)imide ([TF2N]-),288.15,CC[N+]1=CC=CC=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,37.7,CC[N+]1=CC=CC=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C9H10F6N2O4S2,9,10,2,4,2,0,6,0,0,0
,,,293.15,CC[N+]1=CC=CC=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,37.6,CC[N+]1=CC=CC=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C9H10F6N2O4S2,9,10,2,4,2,0,6,0,0,0
,,,298.15,CC[N+]1=CC=CC=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,37.4,CC[N+]1=CC=CC=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C9H10F6N2O4S2,9,10,2,4,2,0,6,0,0,0
,,,303.15,CC[N+]1=CC=CC=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,37.1,CC[N+]1=CC=CC=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C9H10F6N2O4S2,9,10,2,4,2,0,6,0,0,0
,,,308.15,CC[N+]1=CC=CC=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,36.9,CC[N+]1=CC=CC=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C9H10F6N2O4S2,9,10,2,4,2,0,6,0,0,0
,,,313.15,CC[N+]1=CC=CC=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,36.7,CC[N+]1=CC=CC=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C9H10F6N2O4S2,9,10,2,4,2,0,6,0,0,0
,,,318.15,CC[N+]1=CC=CC=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,36.6,CC[N+]1=CC=CC=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C9H10F6N2O4S2,9,10,2,4,2,0,6,0,0,0
,,,323.15,CC[N+]1=CC=CC=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,36.4,CC[N+]1=CC=CC=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C9H10F6N2O4S2,9,10,2,4,2,0,6,0,0,0
,,,328.15,CC[N+]1=CC=CC=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,36.1,CC[N+]1=CC=CC=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C9H10F6N2O4S2,9,10,2,4,2,0,6,0,0,0
,,,333.15,CC[N+]1=CC=CC=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,35.9,CC[N+]1=CC=CC=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C9H10F6N2O4S2,9,10,2,4,2,0,6,0,0,0
,,,338.15,CC[N+]1=CC=CC=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,35.6,CC[N+]1=CC=CC=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C9H10F6N2O4S2,9,10,2,4,2,0,6,0,0,0
[Epy][TFA],1-ethylpyridinium ([EPy]+),trifluoroacetate ([TFA]-),298.15,CC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,44.9,CC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,C9H10F3NO2,9,10,1,2,0,0,3,0,0,0
,,,303.15,CC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,44.4,CC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,C9H10F3NO2,9,10,1,2,0,0,3,0,0,0
,,,308.15,CC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,44,CC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,C9H10F3NO2,9,10,1,2,0,0,3,0,0,0
,,,313.15,CC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,43.6,CC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,C9H10F3NO2,9,10,1,2,0,0,3,0,0,0
,,,318.15,CC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,43.2,CC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,C9H10F3NO2,9,10,1,2,0,0,3,0,0,0
,,,323.15,CC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,42.8,CC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,C9H10F3NO2,9,10,1,2,0,0,3,0,0,0
,,,328.15,CC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,42.4,CC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,C9H10F3NO2,9,10,1,2,0,0,3,0,0,0
,,,333.15,CC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,41.9,CC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,C9H10F3NO2,9,10,1,2,0,0,3,0,0,0
,,,338.15,CC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,41.5,CC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,C9H10F3NO2,9,10,1,2,0,0,3,0,0,0
,,,343.15,CC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,41.2,CC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,C9H10F3NO2,9,10,1,2,0,0,3,0,0,0
[EPy][DCN],1-ethylpyridinium ([EPy]+),dicyanamide ([DCN]-),288.15,CC[N+]1=CC=CC=C1.N#C[N-]C#N,59.9,CC[N+]1=CC=CC=C1,N#C[N-]C#N,C9H10N4,9,10,4,0,0,0,0,0,0,0
,,,293.15,CC[N+]1=CC=CC=C1.N#C[N-]C#N,59.5,CC[N+]1=CC=CC=C1,N#C[N-]C#N,C9H10N4,9,10,4,0,0,0,0,0,0,0
,,,298.15,CC[N+]1=CC=CC=C1.N#C[N-]C#N,59.2,CC[N+]1=CC=CC=C1,N#C[N-]C#N,C9H10N4,9,10,4,0,0,0,0,0,0,0
,,,303.15,CC[N+]1=CC=CC=C1.N#C[N-]C#N,58.8,CC[N+]1=CC=CC=C1,N#C[N-]C#N,C9H10N4,9,10,4,0,0,0,0,0,0,0
,,,308.15,CC[N+]1=CC=CC=C1.N#C[N-]C#N,58.5,CC[N+]1=CC=CC=C1,N#C[N-]C#N,C9H10N4,9,10,4,0,0,0,0,0,0,0
,,,313.15,CC[N+]1=CC=CC=C1.N#C[N-]C#N,58.1,CC[N+]1=CC=CC=C1,N#C[N-]C#N,C9H10N4,9,10,4,0,0,0,0,0,0,0
,,,318.15,CC[N+]1=CC=CC=C1.N#C[N-]C#N,57.9,CC[N+]1=CC=CC=C1,N#C[N-]C#N,C9H10N4,9,10,4,0,0,0,0,0,0,0
[C3Py][Tf2N],1-propylpyridinium ([C3Py]+),bis(trifluoromethylsulfonyl)imide ([TF2N]-),298.15,CCC[N+]1=CC=CC=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,34.4,CCC[N+]1=CC=CC=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C10H12F6N2O4S2,10,12,2,4,2,0,6,0,0,0
[C3Py][TFA],1-propylpyridinium ([C3Py]+),trifluoroacetate ([TFA]-),298.15,CCC[N+]1=CC=CC=C1.[O-]C(=O)C(F)(F)F,42.1,CCC[N+]1=CC=CC=C1,[O-]C(=O)C(F)(F)F,C10H12F3NO2,10,12,1,2,0,0,3,0,0,0
